Time,Category level 0,Category level 1,Category level 2,Unique SKUs Listed,Unique SKUs Sold,# of sold SKU items,Price before Discount (includ. VAT) (EUR),Discount Value (EUR),Item COGS (net VAT) (EUR),"Waste, # of items"
2023-09-17,Fresh Food,🧀 Cheese,Hard Cheese,26,17,37,135.812592,10.491467,88.81738,0
2023-08-02,Fresh Food,🍞 Bakery,Gluten Free,1,0,0,0,0,0,0
2023-08-26,Fresh Food,🥛 Dairy & Eggs,Sour Cream & Cream,14,10,26,53.454514,3.213313,31.87778,0
2023-09-24,Fresh Food,🥪 Fresh & Ready,Desserts & Sweets,25,13,47,61.698558,3.516517,41.22566,0
2023-09-15,Fresh Food,🍗 Meat & Fish,Meat & Fish Alternatives,17,3,8,13.061563,1.358066,8.68154,0
2023-08-10,Fresh Food,🍞 Bakery,Daily Baked Bread,6,6,40,25.932734,1.711319,15.45244,0
2023-08-09,Fresh Food,🧀 Cheese,Blue Cheese,5,3,4,8.544318,0,5.43068,1
2023-09-13,Fresh Food,🥪 Fresh & Ready,Fresh Spreads,11,7,14,41.319254,3.098542,24.61533,0
2023-09-12,Fresh Food,🥕 Fruits & Vegetables,Berries,2,2,44,63.358249,4.504624,37.78844,0
2023-07-12,Fresh Food,🧀 Cheese,Cheese Snacks,3,1,6,6.655308,0,4.2914,0
2023-08-10,Fresh Food,🥕 Fruits & Vegetables,Vegetables,23,19,218,296.146976,12.015637,136.20963,33
2023-08-16,Fresh Food,🍞 Bakery,Gluten Free,1,0,0,0,0,0,0
2023-08-21,Fresh Food,🥪 Fresh & Ready,Desserts & Sweets,26,20,51,128.752026,7.746705,82.69767,0
2023-09-27,Fresh Food,🥪 Fresh & Ready,Salads & Bowls,10,6,19,70.150859,0,50.35037,0
2023-09-02,Fresh Food,🥕 Fruits & Vegetables,Fruits,24,24,302,437.725339,38.166211,275.74054,17
2023-07-14,Fresh Food,🥪 Fresh & Ready,Bio & Special Nutrition Meals,5,3,6,14.973115,0.445507,8.4039,0
2023-08-17,Fresh Food,🥪 Fresh & Ready,Desserts & Sweets,29,21,79,212.889025,59.613626,135.25758,1
2023-07-07,Fresh Food,🍗 Meat & Fish,Fresh Poultry,3,4,56,247.866403,18.760509,174.65375,19
2023-08-31,Fresh Food,🥛 Dairy & Eggs,Milk,47,36,136,323.947216,18.995114,218.41058,0
2023-09-06,Fresh Food,🧀 Cheese,Blue Cheese,6,3,8,17.033004,1.221249,10.82598,0
2023-07-03,Fresh Food,🍞 Bakery,Daily Baked Bread,7,7,46,73.155211,3.924867,45.32194,0
2023-07-20,Fresh Food,🥪 Fresh & Ready,Ready Meals,23,12,25,94.166918,5.024937,60.95981,0
2023-07-10,Fresh Food,🍞 Bakery,Gluten Free,1,0,0,0,0,0,0
2023-07-16,Fresh Food,🥛 Dairy & Eggs,Bio & Special Nutrition Butter,1,1,1,4.660504,0.69938,3.1766,0
2023-08-21,Fresh Food,🍗 Meat & Fish,Bacon & Cold Cuts,48,32,134,273.98552,19.492298,186.52236,3
2023-07-31,Fresh Food,🥕 Fruits & Vegetables,Fruits,25,24,273,468.18276,16.712635,319.91437,8
2023-07-29,Fresh Food,🧀 Cheese,Soft Cheese,17,12,28,96.162879,5.85332,63.24785,0
2023-07-31,Fresh Food,🍞 Bakery,Daily Baked Bread,11,9,76,70.441086,3.250127,42.91029,0
2023-09-19,Fresh Food,🥪 Fresh & Ready,Salads & Bowls,10,5,7,23.825916,0,16.25948,0
2023-07-26,Fresh Food,🍞 Bakery,Sweet Pastries,30,24,95,97.041206,4.137878,58.20859,0
2023-08-16,Fresh Food,🍗 Meat & Fish,Fish & Seafood,7,5,14,57.215527,3.890559,37.77487,0
2023-07-31,Fresh Food,🥪 Fresh & Ready,Bio & Special Nutrition Meals,4,1,1,2.226866,0.445779,1.50957,0
2023-08-28,Fresh Food,🥪 Fresh & Ready,Sandwiches & Wraps,3,3,21,47.71611,2.801948,31.23849,0
2023-09-26,Fresh Food,🥕 Fruits & Vegetables,Salad Mixes,14,11,40,52.00324,3.86103,30.71934,34
2023-07-23,Fresh Food,🥛 Dairy & Eggs,Bio & Special Nutrition Yogurt,8,7,16,15.147331,0.441815,10.32182,0
2023-08-23,Fresh Food,🥕 Fruits & Vegetables,Herbs,5,5,40,31.300152,2.65221,17.44996,5
2023-08-14,Fresh Food,🥛 Dairy & Eggs,Eggs,4,4,58,137.68731,8.215669,91.06046,0
2023-07-07,Fresh Food,🧀 Cheese,Bio & Special Nutrition Cheese,11,2,2,8.072811,0,5.29438,0
2023-09-04,Fresh Food,🧀 Cheese,Cottage Cheese,12,10,35,52.083314,3.745506,33.77018,0
2023-07-07,Fresh Food,🥛 Dairy & Eggs,Dairy Beverages,23,16,62,93.990301,3.351891,56.94423,20
2023-07-23,Fresh Food,🥕 Fruits & Vegetables,Herbs,5,5,32,24.842917,2.194883,17.21655,12
2023-09-14,Fresh Food,🥕 Fruits & Vegetables,Bio & Organic,8,6,23,41.535449,1.540957,26.81998,0
2023-07-05,Fresh Food,🍗 Meat & Fish,Fresh Meat,16,11,43,175.252641,15.413637,111.30619,15
2023-07-20,Fresh Food,🥕 Fruits & Vegetables,Vegetables,22,21,178,248.090074,16.077785,105.55785,2
2023-07-16,Fresh Food,🧀 Cheese,Hard Cheese,25,16,47,168.323459,16.529686,113.15623,0
2023-08-28,Fresh Food,🍞 Bakery,"Sliced Bread, Wraps & More",22,23,132,220.750504,14.430834,163.3835,8
2023-08-25,Fresh Food,🧀 Cheese,Cottage Cheese,12,7,33,49.125951,7.258417,33.1104,7
2023-07-15,Fresh Food,🧀 Cheese,Blue Cheese,6,1,1,6.086227,0,4.0231,0
2023-07-15,Fresh Food,🥪 Fresh & Ready,Fresh Drinks & Pouches,14,10,45,146.111646,8.549847,92.41413,0
2023-08-18,Fresh Food,🥪 Fresh & Ready,Ready Meals,21,11,16,52.339715,0,32.88318,0
2023-07-19,Fresh Food,🥛 Dairy & Eggs,Eggs,4,4,58,134.446546,6.040191,88.83251,2
2023-07-16,Fresh Food,🥪 Fresh & Ready,Fresh Pastry,6,4,4,16.209392,2.838063,11.31172,0
2023-07-29,Fresh Food,🥪 Fresh & Ready,Salads & Bowls,14,5,8,30.100486,1.505834,21.0924,0
2023-07-26,Fresh Food,🍗 Meat & Fish,Bacon & Cold Cuts,53,46,147,325.262174,16.543407,211.81777,6
2023-07-18,Fresh Food,🧀 Cheese,Soft Cheese,19,16,49,168.346606,13.178661,111.30911,0
2023-09-18,Fresh Food,🍗 Meat & Fish,Meat & Fish Alternatives,16,3,5,8.341247,0.60371,5.13355,0
2023-08-14,Fresh Food,🥕 Fruits & Vegetables,Fruits,24,23,266,432.46388,24.715807,279.00379,53
2023-07-04,Fresh Food,🍗 Meat & Fish,Ready To Cook,6,3,14,50.265984,2.040049,33.99407,19
2023-08-30,Fresh Food,🥪 Fresh & Ready,Soups,4,2,2,6.168832,0.58693,4.06196,0
2023-07-15,Fresh Food,🧀 Cheese,Soft Cheese,19,12,34,117.145194,8.837062,76.10638,0
2023-09-16,Fresh Food,🍗 Meat & Fish,Ready To Cook,3,1,3,10.24971,0.683716,6.39477,0
2023-08-22,Fresh Food,🧀 Cheese,Spreads,28,17,39,81.761984,5.839421,52.86503,0
2023-07-01,Fresh Food,🧀 Cheese,Cheese Snacks,3,3,8,13.982285,0.806825,9.09495,0
2023-08-02,Fresh Food,🥪 Fresh & Ready,Sandwiches & Wraps,3,3,21,47.071212,0.660606,29.97046,0
2023-09-05,Fresh Food,🍗 Meat & Fish,Meat & Fish Alternatives,17,7,16,38.009372,3.794079,23.59188,0
2023-09-22,Fresh Food,🥪 Fresh & Ready,Fresh Pastry,6,1,1,4.023528,0,2.80782,0
2023-09-20,Fresh Food,🥪 Fresh & Ready,Salads & Bowls,10,6,8,27.909568,0,19.16773,0
2023-09-17,Fresh Food,🥪 Fresh & Ready,Bio & Special Nutrition Meals,4,2,3,6.03627,0.402821,3.76437,0
2023-08-04,Fresh Food,🥪 Fresh & Ready,Bio & Special Nutrition Meals,4,1,4,8.886037,0.222353,6.02375,0
2023-09-09,Fresh Food,🥪 Fresh & Ready,Fresh Pastry,6,3,3,12.078252,2.416857,8.4288,0
2023-08-20,Fresh Food,🍞 Bakery,Sweet Pastries,25,19,92,96.184208,2.888106,57.88893,0
2023-09-03,Fresh Food,🥪 Fresh & Ready,Special Nutrition Desserts,10,5,10,25.155051,1.91542,15.3365,0
2023-07-17,Fresh Food,🥪 Fresh & Ready,Salads & Bowls,13,7,23,77.269665,3.828375,50.87589,0
2023-07-19,Fresh Food,🥪 Fresh & Ready,Fresh Pastry,6,3,5,20.22506,0,14.11405,0
2023-09-10,Fresh Food,🍗 Meat & Fish,Fresh Meat,16,15,53,241.118784,35.835087,154.36943,0
2023-08-16,Fresh Food,🍞 Bakery,Daily Baked Pastries,2,0,0,0,0,0,0
2023-09-26,Fresh Food,🥛 Dairy & Eggs,Sour Cream & Cream,13,8,21,41.946462,2.415153,26.11704,0
2023-07-13,Fresh Food,🥪 Fresh & Ready,Fresh Drinks & Pouches,14,8,45,151.505791,8.934615,95.33643,0
2023-08-18,Fresh Food,🧀 Cheese,Blue Cheese,7,4,9,20.607095,5.730596,14.17465,2
2023-07-20,Fresh Food,🥛 Dairy & Eggs,Butter & Margarine,14,9,15,58.485812,4.72101,38.76436,0
2023-08-29,Fresh Food,🥛 Dairy & Eggs,Bio & Special Nutrition Yogurt,8,6,16,15.534498,0,10.42719,0
2023-07-07,Fresh Food,🥕 Fruits & Vegetables,Herbs,5,5,48,36.996009,2.425075,21.42589,5
2023-08-07,Fresh Food,🍗 Meat & Fish,Fresh Poultry,3,3,56,265.406884,23.574392,189.45566,0
2023-08-17,Fresh Food,🍗 Meat & Fish,Fresh Poultry,6,6,37,147.001876,21.703427,108.39582,12
2023-07-30,Fresh Food,🥕 Fruits & Vegetables,Salad Mixes,11,11,55,78.052794,6.613099,38.1761,16
2023-08-07,Fresh Food,🥪 Fresh & Ready,Desserts & Sweets,26,18,52,123.746383,27.816574,79.39364,1
2023-08-07,Fresh Food,🧀 Cheese,Bio & Special Nutrition Cheese,11,3,4,16.960637,2.504906,11.93063,0
2023-09-23,Fresh Food,🥕 Fruits & Vegetables,Berries,2,2,11,50.848823,1.166212,33.26516,0
2023-08-05,Fresh Food,🧀 Cheese,Fresh Cheese,5,5,39,63.234573,5.481367,43.84123,0
2023-07-12,Fresh Food,🍗 Meat & Fish,Ready To Cook,5,2,4,13.528822,1.03042,8.97072,0
2023-08-28,Fresh Food,🧀 Cheese,Blue Cheese,6,4,6,15.779175,0.485887,11.11871,0
2023-09-06,Fresh Food,🧀 Cheese,Fresh Cheese,5,6,42,90.058081,7.585449,62.99271,0
2023-07-12,Fresh Food,🧀 Cheese,Grated Cheese,4,1,1,2.058822,0,1.19206,0
2023-08-26,Fresh Food,🍗 Meat & Fish,Fresh Meat,19,12,30,161.638049,26.050914,103.03874,0
2023-07-28,Fresh Food,🥪 Fresh & Ready,Ready Meals,18,9,13,43.971432,0.517025,28.03897,7
2023-08-11,Fresh Food,🥪 Fresh & Ready,Salads & Bowls,13,9,17,59.243545,2.668318,41.26239,0
2023-09-23,Fresh Food,🥪 Fresh & Ready,Desserts & Sweets,25,17,47,80.561204,8.123269,52.40641,0
2023-09-24,Fresh Food,🍞 Bakery,Gluten Free,1,0,0,0,0,0,0
2023-07-22,Fresh Food,🥪 Fresh & Ready,Salads & Bowls,12,6,13,48.078247,2.055837,32.65581,0
2023-08-24,Fresh Food,🧀 Cheese,Blue Cheese,5,2,4,7.282625,0.486049,4.72884,0
2023-08-18,Fresh Food,🧀 Cheese,Fresh Cheese,5,3,18,30.092709,2.272828,21.77587,0
2023-08-05,Fresh Food,🥪 Fresh & Ready,Soups,4,2,2,6.05272,0.938797,3.99746,2
2023-07-21,Fresh Food,🥪 Fresh & Ready,Fresh Spreads,13,5,6,18.990786,0.972432,11.45444,16
2023-09-28,Fresh Food,🥪 Fresh & Ready,Special Nutrition Desserts,8,5,12,28.014557,1.145667,18.20403,0
2023-08-23,Fresh Food,🥪 Fresh & Ready,Fresh Pastry,6,1,1,4.047154,0,2.8243,0
2023-08-20,Fresh Food,🧀 Cheese,Blue Cheese,6,4,6,17.118295,0.667419,11.92457,0
2023-08-01,Fresh Food,🧀 Cheese,Soft Cheese,19,13,30,88.540007,5.025242,57.42734,2
2023-07-09,Fresh Food,🥪 Fresh & Ready,Fresh Spreads,16,12,19,51.398165,4.280986,30.02162,0
2023-07-26,Fresh Food,🥪 Fresh & Ready,Soups,5,4,8,24.246598,0.284251,15.69267,0
2023-07-09,Fresh Food,🥛 Dairy & Eggs,Bio & Special Nutrition Butter,1,1,1,4.655624,0,3.17328,0
2023-09-20,Fresh Food,🧀 Cheese,Cottage Cheese,11,9,34,47.896126,3.915225,31.99784,23
2023-08-21,Fresh Food,🧀 Cheese,Sliced Cheese,20,13,26,67.885915,2.071322,44.50202,0
2023-08-08,Fresh Food,🥪 Fresh & Ready,Fresh Drinks & Pouches,14,9,20,72.999415,3.233638,46.74023,0
2023-08-31,Fresh Food,🥕 Fruits & Vegetables,Herbs,5,5,40,30.845562,1.242725,16.6352,10
2023-08-23,Fresh Food,🧀 Cheese,Blue Cheese,6,5,6,17.966206,2.295884,12.27913,0
2023-08-28,Fresh Food,🥛 Dairy & Eggs,Eggs,4,4,74,169.606895,9.859457,112.60441,2
2023-08-27,Fresh Food,🥪 Fresh & Ready,Ready Meals,20,12,21,78.352177,1.397728,50.93231,0
2023-09-17,Fresh Food,🍗 Meat & Fish,Ready To Cook,3,1,2,13.08765,0,8.66065,0
2023-09-16,Fresh Food,🥪 Fresh & Ready,Sushi,2,1,1,6.03078,0,3.81675,5
2023-09-17,Fresh Food,🥪 Fresh & Ready,Fresh Drinks & Pouches,13,8,32,103.400097,4.723076,66.18548,0
2023-07-26,Fresh Food,🥕 Fruits & Vegetables,Salad Mixes,11,9,62,86.266078,7.349916,42.61131,11
2023-08-13,Fresh Food,🧀 Cheese,Blue Cheese,5,2,3,7.741887,0.485512,5.0392,0
2023-09-18,Fresh Food,🥪 Fresh & Ready,Desserts & Sweets,26,16,44,61.572083,5.313004,40.64239,0
2023-08-01,Fresh Food,🍗 Meat & Fish,Sausages,20,12,18,51.473261,3.853094,33.14473,17
2023-07-06,Fresh Food,🥛 Dairy & Eggs,Bio & Special Nutrition Butter,1,0,0,0,0,0,0
2023-08-02,Fresh Food,🥛 Dairy & Eggs,Milk,49,25,125,282.777862,17.206147,188.37207,16
2023-07-22,Fresh Food,🥪 Fresh & Ready,Fresh Spreads,12,7,12,38.743766,1.579856,23.36211,0
2023-08-12,Fresh Food,🍗 Meat & Fish,Fish & Seafood,7,3,15,61.264383,8.253549,40.69731,0
2023-09-11,Fresh Food,🥪 Fresh & Ready,Desserts & Sweets,24,16,53,70.408466,10.596435,45.60785,1
2023-09-18,Fresh Food,🧀 Cheese,Blue Cheese,5,3,6,23.653321,0.95386,16.09971,0
2023-09-26,Fresh Food,🧀 Cheese,Blue Cheese,6,3,3,10.12917,0,7.4164,0
2023-08-09,Fresh Food,🥪 Fresh & Ready,Bio & Special Nutrition Meals,4,3,12,30.808878,2.547525,17.42833,0
2023-07-23,Fresh Food,🥛 Dairy & Eggs,Yogurt & Pudding,63,46,184,212.953909,15.94989,138.35118,22
2023-07-31,Fresh Food,🥪 Fresh & Ready,Sushi,1,1,6,36.460619,0.60788,23.0751,0
2023-09-09,Fresh Food,🥛 Dairy & Eggs,Bio & Special Nutrition Yogurt,7,5,27,20.589624,2.920371,13.92111,11
2023-07-23,Fresh Food,🍗 Meat & Fish,Meat & Fish Alternatives,16,4,8,19.845149,1.550402,14.94468,1
2023-08-13,Fresh Food,🥕 Fruits & Vegetables,Berries,3,3,85,101.583146,19.703659,72.52512,66
2023-07-28,Fresh Food,🥪 Fresh & Ready,Fresh Spreads,12,8,14,44.212709,2.854787,26.00937,1
2023-08-21,Fresh Food,🥛 Dairy & Eggs,Sour Cream & Cream,13,7,22,33.060169,1.255349,20.859,0
2023-08-17,Fresh Food,🧀 Cheese,Hard Cheese,28,17,33,128.377553,6.388833,83.74394,0
2023-08-02,Fresh Food,🥕 Fruits & Vegetables,Salad Mixes,11,10,47,65.357444,3.35369,30.72021,3
2023-07-03,Fresh Food,🥕 Fruits & Vegetables,Fruits,23,25,339,544.678759,32.248946,376.07663,30
2023-09-18,Fresh Food,🥕 Fruits & Vegetables,Berries,3,3,52,89.948622,5.165736,53.78447,5
2023-08-13,Fresh Food,🧀 Cheese,Sliced Cheese,20,12,30,77.168011,3.805197,50.37998,0
2023-09-16,Fresh Food,🥛 Dairy & Eggs,Yogurt & Pudding,63,42,203,283.355633,43.261281,190.09046,11
2023-09-05,Fresh Food,🥛 Dairy & Eggs,Bio & Special Nutrition Yogurt,9,4,22,18.381083,0.540857,12.82116,0
2023-09-06,Fresh Food,🥪 Fresh & Ready,Sandwiches & Wraps,4,3,16,36.967985,3.204269,23.5383,0
2023-09-12,Fresh Food,🍞 Bakery,Daily Baked Bread,5,5,47,34.414071,3.531303,19.59315,0
2023-07-31,Fresh Food,🧀 Cheese,Grated Cheese,4,2,3,6.923748,0.243152,4.3508,0
2023-07-01,Fresh Food,🧀 Cheese,Bio & Special Nutrition Cheese,11,5,7,21.286072,2.204651,14.89967,4
2023-09-30,Fresh Food,🍞 Bakery,Daily Baked Pastries,0,0,0,0,0,0,0
2023-08-24,Fresh Food,🧀 Cheese,Spreads,28,20,45,95.032581,9.899185,60.87064,2
2023-09-06,Fresh Food,🥛 Dairy & Eggs,Sour Cream & Cream,13,6,19,28.094783,4.578678,16.74927,0
2023-09-16,Fresh Food,🍗 Meat & Fish,Fresh Poultry,3,3,42,181.708835,6.093118,137.98612,3
2023-09-04,Fresh Food,🥪 Fresh & Ready,Fresh Drinks & Pouches,13,12,36,126.380908,6.787587,76.49684,0
2023-07-13,Fresh Food,🍗 Meat & Fish,Sausages,21,14,43,128.606276,9.704144,81.74402,27
2023-08-01,Fresh Food,🥛 Dairy & Eggs,Bio & Special Nutrition Butter,1,0,0,0,0,0,0
2023-07-30,Fresh Food,🍗 Meat & Fish,Ready To Cook,3,1,1,3.435981,0.3438,2.1437,0
2023-09-05,Fresh Food,🧀 Cheese,Soft Cheese,23,17,34,104.853712,11.414519,68.4978,7
2023-09-17,Fresh Food,🍗 Meat & Fish,Bacon & Cold Cuts,50,40,181,388.144126,26.636533,258.81524,3
2023-09-22,Fresh Food,🍗 Meat & Fish,Fresh Poultry,6,6,38,158.851882,35.380483,119.31713,0
2023-07-24,Fresh Food,🍗 Meat & Fish,Ready To Cook,5,3,9,33.521681,3.018599,23.03077,0
2023-09-12,Fresh Food,🍞 Bakery,Daily Baked Pastries,0,0,0,0,0,0,0
2023-07-03,Fresh Food,🍗 Meat & Fish,Fresh Poultry,3,3,37,157.545982,16.010396,113.83334,0
2023-07-23,Fresh Food,🧀 Cheese,Hard Cheese,25,15,43,148.953176,15.935705,99.28675,0
2023-07-09,Fresh Food,🍗 Meat & Fish,Meat & Fish Alternatives,17,4,10,20.129141,0.757374,15.81981,0
2023-08-05,Fresh Food,🥛 Dairy & Eggs,Eggs,4,4,72,167.533647,15.172165,110.8843,0
2023-07-01,Fresh Food,🥛 Dairy & Eggs,Sour Cream & Cream,11,8,20,35.036395,3.126448,20.71263,0
2023-09-24,Fresh Food,🥕 Fruits & Vegetables,Berries,2,1,15,78.472471,0.533415,51.99299,1
2023-09-05,Fresh Food,🥛 Dairy & Eggs,Eggs,4,4,57,132.072172,6.90199,87.74811,4
2023-08-11,Fresh Food,🍗 Meat & Fish,Sausages,21,15,34,85.973293,5.526942,54.06481,0
2023-09-03,Fresh Food,🧀 Cheese,Hard Cheese,29,16,32,121.932292,11.941071,80.95623,2
2023-09-16,Fresh Food,🥪 Fresh & Ready,Special Nutrition Desserts,8,7,18,39.398141,0.528874,25.25266,0
2023-09-09,Fresh Food,🧀 Cheese,Bio & Special Nutrition Cheese,12,3,3,7.748047,0.455176,4.42084,4
2023-08-27,Fresh Food,🍞 Bakery,Gluten Free,1,0,0,0,0,0,0
2023-07-17,Fresh Food,🥕 Fruits & Vegetables,Salad Mixes,10,10,67,96.0797,6.495294,47.38942,11
2023-07-16,Fresh Food,🧀 Cheese,Bio & Special Nutrition Cheese,11,4,6,15.495821,0,10.2596,0
2023-07-16,Fresh Food,🥪 Fresh & Ready,Bio & Special Nutrition Meals,5,2,4,9.92511,0.334486,6.04104,0
2023-09-21,Fresh Food,🧀 Cheese,Blue Cheese,6,4,6,19.119701,1.577214,13.2486,0
2023-09-23,Fresh Food,🍞 Bakery,Crispbread,6,5,7,14.563564,0.197049,7.72715,0
2023-09-22,Fresh Food,🧀 Cheese,Hard Cheese,26,16,26,101.049139,5.297612,67.6929,0
2023-08-22,Fresh Food,🥪 Fresh & Ready,Fresh Drinks & Pouches,10,9,38,129.305451,14.598542,81.01079,0
2023-09-23,Fresh Food,🥛 Dairy & Eggs,Dairy Beverages,21,13,45,62.281714,3.51472,39.47869,18
2023-09-09,Fresh Food,🥛 Dairy & Eggs,Butter & Margarine,15,10,26,94.446821,7.603033,61.75256,0
2023-09-03,Fresh Food,🥛 Dairy & Eggs,Sour Cream & Cream,13,6,11,19.091573,0.961751,12.1009,0
2023-09-02,Fresh Food,🥪 Fresh & Ready,Fresh Pastry,7,2,2,8.077742,1.616357,5.63704,0
2023-08-04,Fresh Food,🥪 Fresh & Ready,Special Nutrition Desserts,9,3,6,12.237505,0,8.17532,2
2023-07-03,Fresh Food,🥪 Fresh & Ready,Fresh Drinks & Pouches,15,10,34,114.204845,10.579383,67.03784,1
2023-08-22,Fresh Food,🥕 Fruits & Vegetables,Herbs,5,5,33,26.012142,0.805856,15.38418,0
2023-08-29,Fresh Food,🧀 Cheese,Grated Cheese,4,3,12,28.113513,0.89879,16.93613,0
2023-07-06,Fresh Food,🥪 Fresh & Ready,Soups,9,4,5,15.329816,1.251413,8.63677,0
2023-09-10,Fresh Food,🍗 Meat & Fish,Fish & Seafood,6,4,24,87.64437,7.983062,57.61316,0
2023-07-28,Fresh Food,🧀 Cheese,Sliced Cheese,19,12,38,91.04906,6.374607,59.80864,0
2023-07-19,Fresh Food,🍗 Meat & Fish,Fresh Poultry,3,3,18,117.610903,8.498779,81.8918,0
2023-07-31,Fresh Food,🥕 Fruits & Vegetables,Herbs,5,4,31,23.766067,0.958423,11.97113,6
2023-09-19,Fresh Food,🧀 Cheese,Fresh Cheese,5,4,14,31.698142,0.987801,23.00875,0
2023-07-27,Fresh Food,🍞 Bakery,Crispbread,6,6,9,18.446631,1.907364,9.73567,0
2023-08-06,Fresh Food,🧀 Cheese,Cottage Cheese,11,8,36,51.511009,1.346057,34.57178,4
2023-08-06,Fresh Food,🍗 Meat & Fish,Meat & Fish Alternatives,17,11,17,50.138604,7.824974,34.63869,0
2023-07-14,Fresh Food,🍗 Meat & Fish,Meat & Fish Alternatives,16,4,10,16.645795,0.445508,12.57954,3
2023-08-03,Fresh Food,🧀 Cheese,Hard Cheese,25,16,33,129.253303,10.175005,84.56656,0
2023-09-19,Fresh Food,🥪 Fresh & Ready,Sushi,1,1,4,24.133724,7.242531,15.27368,0
2023-09-03,Fresh Food,🍞 Bakery,Crispbread,6,3,7,15.543598,0.889014,8.286,0
2023-08-11,Fresh Food,🥪 Fresh & Ready,Ready Meals,23,10,16,71.230731,7.126312,46.50328,2
2023-09-05,Fresh Food,🍗 Meat & Fish,Sausages,18,15,28,82.585719,4.581145,51.16957,0
2023-09-18,Fresh Food,🥪 Fresh & Ready,Fresh Spreads,10,4,9,25.760263,1.275838,14.32806,0
2023-09-02,Fresh Food,🥛 Dairy & Eggs,Bio & Special Nutrition Yogurt,9,5,23,18.602242,0.630379,12.54092,1
2023-07-30,Fresh Food,🧀 Cheese,Sliced Cheese,19,13,28,69.504301,4.619059,44.36641,0
2023-09-28,Fresh Food,🥕 Fruits & Vegetables,Herbs,5,5,35,26.460869,0.554743,15.87649,8
2023-08-13,Fresh Food,🥛 Dairy & Eggs,Bio & Special Nutrition Butter,1,1,2,9.301592,0,6.33998,0
2023-09-27,Fresh Food,🥕 Fruits & Vegetables,Fruits,24,20,185,320.523967,14.711161,206.95758,10
2023-08-21,Fresh Food,🍞 Bakery,Daily Baked Bread,8,8,51,65.296259,2.980435,39.91807,0
2023-09-03,Fresh Food,🍗 Meat & Fish,Fresh Poultry,5,3,38,163.340082,12.171408,123.71431,0
2023-09-14,Fresh Food,🍞 Bakery,Gluten Free,1,0,0,0,0,0,0
2023-08-05,Fresh Food,🥪 Fresh & Ready,Sandwiches & Wraps,3,3,15,32.699435,1.801482,22.06866,0
2023-07-20,Fresh Food,🍞 Bakery,Daily Baked Bread,8,9,57,46.385439,3.158823,27.94511,14
2023-07-12,Fresh Food,🧀 Cheese,Hard Cheese,25,16,35,128.792528,7.309927,87.04395,0
2023-07-13,Fresh Food,🥛 Dairy & Eggs,Sour Cream & Cream,11,6,18,27.970303,2.211381,17.59183,0
2023-08-22,Fresh Food,🍞 Bakery,Daily Baked Pastries,4,4,49,103.264973,2.834669,76.53617,3
2023-07-24,Fresh Food,🍞 Bakery,Daily Baked Bread,8,7,90,67.710091,5.724152,41.19522,1
2023-08-14,Fresh Food,🍞 Bakery,Sweet Pastries,29,20,82,104.614193,7.232219,61.33219,15
2023-07-15,Fresh Food,🍗 Meat & Fish,Fresh Poultry,3,3,52,228.699727,15.281304,162.73212,0
2023-09-18,Fresh Food,🥕 Fruits & Vegetables,Bio & Organic,8,7,25,58.006382,3.008483,37.72176,0
2023-09-06,Fresh Food,🥪 Fresh & Ready,Fresh Spreads,11,8,13,41.810667,4.385212,24.79582,0
2023-09-12,Fresh Food,🥪 Fresh & Ready,Desserts & Sweets,25,20,56,93.398401,9.906133,59.1844,2
2023-09-11,Fresh Food,🍗 Meat & Fish,Fresh Poultry,3,3,43,185.723829,15.429121,140.45824,0
2023-09-22,Fresh Food,🧀 Cheese,Cottage Cheese,10,6,30,41.535532,2.626665,30.17424,0
2023-08-13,Fresh Food,🥛 Dairy & Eggs,Butter & Margarine,15,9,15,55.034752,1.545545,36.11781,1
2023-07-22,Fresh Food,🥛 Dairy & Eggs,Sour Cream & Cream,11,11,29,64.230122,4.447903,41.69805,8
2023-07-25,Fresh Food,🍗 Meat & Fish,Bacon & Cold Cuts,53,35,96,217.145963,14.566125,142.15926,18
2023-08-14,Fresh Food,🥪 Fresh & Ready,Ready Meals,24,14,25,96.979284,15.399315,62.06273,3
2023-07-01,Fresh Food,🥛 Dairy & Eggs,Dairy Beverages,23,15,82,129.975547,8.261896,78.78851,2
2023-08-08,Fresh Food,🧀 Cheese,Cottage Cheese,11,6,27,38.134719,1.905828,26.06313,0
2023-08-30,Fresh Food,🥪 Fresh & Ready,Bio & Special Nutrition Meals,4,0,0,0,0,0,0
2023-08-20,Fresh Food,🥛 Dairy & Eggs,Bio & Special Nutrition Butter,1,1,1,4.649688,0.930342,3.16923,0
2023-09-09,Fresh Food,🍗 Meat & Fish,Fish & Seafood,6,6,26,104.577269,8.338166,68.5681,0
2023-09-05,Fresh Food,🥪 Fresh & Ready,Bio & Special Nutrition Meals,3,0,0,0,0,0,0
2023-09-29,Fresh Food,🥛 Dairy & Eggs,Butter & Margarine,15,9,18,69.649133,3.691351,46.34658,0
2023-09-10,Fresh Food,🥪 Fresh & Ready,Fresh Spreads,10,5,13,47.227085,4.031851,28.69472,0
2023-09-09,Fresh Food,🍞 Bakery,Daily Baked Bread,5,5,55,43.352402,3.141909,24.7406,0
2023-09-21,Fresh Food,🧀 Cheese,Cottage Cheese,9,7,28,40.886868,1.679812,28.15245,0
