Time,Category level 0,Category level 1,Category level 2,Unique SKUs Listed,Unique SKUs Sold,# of sold SKU items,Price before Discount (includ. VAT) (EUR),Discount Value (EUR),Item COGS (net VAT) (EUR),"Waste, # of items"
2023-09-04,Grocery Food,🍿 Salty Snacks,Seeds,18,10,38,54.761559,3.666669,34.76444,0
2023-08-21,Grocery Food,🧑‍🍳 Pantry,Oil & Vinegar,13,5,14,44.617457,4.43421,30.21742,1
2023-09-23,Grocery Food,🥃 Spirits,Cocktails & Mixers,15,3,6,29.03866,2.332422,14.67858,0
2023-08-23,Grocery Food,🥘 Instant Meals,Instant Pasta & Noodles,4,2,6,15.961863,2.384966,10.39829,0
2023-08-27,Grocery Food,🍬 Sweet Snacks,Gummies,7,6,13,21.142151,1.559785,13.88411,0
2023-07-17,Grocery Food,🧑‍🍳 Pantry,Spices & Flavouring,41,12,14,20.206217,1.701724,12.4726,0
2023-09-19,Grocery Food,🧑‍🍳 Pantry,Rice & Grains,13,5,8,15.233457,1.007919,9.2966,0
2023-08-20,Grocery Food,❄️ Frozen Products,Frozen Pastry,5,4,5,23.976532,3.559569,13.79536,0
2023-08-11,Grocery Food,🧑‍🍳 Pantry,Oil & Vinegar,13,4,8,36.830078,5.790128,25.12836,0
2023-09-07,Grocery Food,🥤 Beverages,Sports & Functional Drinks,4,3,9,14.470434,0.439292,9.02845,0
2023-09-16,Grocery Food,🍦 Ice Cream,Singles,3,3,30,37.308326,0.896874,22.81138,0
2023-09-10,Grocery Food,🍿 Salty Snacks,Crackers,13,3,4,5.33414,0.685416,3.25976,0
2023-09-30,Grocery Food,🧑‍🍳 Pantry,More Pantry,7,0,0,0,0,0,0
2023-08-14,Grocery Food,"☕️ Coffee, Tea & Cocoa",Ground Coffee,14,2,3,11.48777,0,7.61832,0
2023-08-12,Grocery Food,"☕️ Coffee, Tea & Cocoa",Cocoa & Powder Drinks,4,2,2,8.188813,0,5.37431,0
2023-09-19,Grocery Food,"☕️ Coffee, Tea & Cocoa",Coffee Beans,8,3,3,33.691851,0,20.78808,0
2023-08-10,Grocery Food,"☕️ Coffee, Tea & Cocoa",Cocoa & Powder Drinks,4,0,0,0,0,0,0
2023-09-16,Grocery Food,🍦 Ice Cream,Special Nutrition Ice Cream,2,1,1,3.217104,0.643823,1.89123,0
2023-08-21,Grocery Food,🥤 Beverages,More Beverages,0,0,0,0,0,0,0
2023-08-01,Grocery Food,🥫 Canned Goods & Preserves,Canned Meat,1,1,1,4.865036,0,2.23479,0
2023-08-19,Grocery Food,🥫 Canned Goods & Preserves,Pickled Vegetable,8,2,2,5.553906,0.58611,3.45482,0
2023-07-19,Grocery Food,🍬 Sweet Snacks,Dried Fruits,10,0,0,0,0,0,0
2023-08-23,Grocery Food,🍺 Beer & Cider,International Beer,33,18,187,329.042353,4.713244,198.15427,0
2023-09-09,Grocery Food,🍬 Sweet Snacks,Chocolate Bars,30,21,91,99.048736,3.951558,64.07285,0
2023-09-21,Grocery Food,🍺 Beer & Cider,International Beer,31,17,145,190.784601,4.411773,107.6471,0
2023-07-13,Grocery Food,🥫 Canned Goods & Preserves,Canned Vegetable,43,9,28,42.935589,2.76625,27.8589,0
2023-09-17,Grocery Food,🥘 Instant Meals,Instant Soups,10,6,11,17.822811,0.96677,9.87112,0
2023-07-25,Grocery Food,🍷 Wine,Sparkling Wine,24,10,21,249.96696,11.835614,152.69001,0
2023-08-31,Grocery Food,🥤 Beverages,Soft Drinks,62,52,423,711.206814,27.829826,475.25018,1
2023-07-25,Grocery Food,🍺 Beer & Cider,International Beer,32,25,172,295.500577,-11.104769,169.70405,0
2023-07-06,Grocery Food,🍷 Wine,White Wine,61,12,37,262.136847,16.022134,175.78364,0
2023-07-05,Grocery Food,🍿 Salty Snacks,Popcorn,9,7,38,33.323184,1.916356,21.40664,0
2023-09-06,Grocery Food,🍬 Sweet Snacks,Wafers,20,15,58,67.495198,4.427531,40.8595,0
2023-07-24,Grocery Food,🍬 Sweet Snacks,Candies,9,2,5,7.958122,0.674866,5.81564,0
2023-08-08,Grocery Food,🧑‍🍳 Pantry,Sugar Free Pantry,2,0,0,0,0,0,0
2023-09-16,Grocery Food,❄️ Frozen Products,Frozen Pizza,9,6,17,66.810985,5.618913,41.62337,0
2023-07-03,Grocery Food,❄️ Frozen Products,Frozen Fish & Seafood,4,1,1,8.679536,1.736311,5.855,0
2023-07-13,Grocery Food,🍬 Sweet Snacks,Chocolate Bars,28,17,100,95.11765,6.397205,65.09597,0
2023-08-27,Grocery Food,🥤 Beverages,Sports & Functional Drinks,4,4,10,18.210974,0.648222,10.92254,0
2023-09-11,Grocery Food,🥃 Spirits,Cocktails & Mixers,15,1,4,11.277608,0,6.49732,0
2023-08-27,Grocery Food,🍷 Wine,Non-Alcoholic Wine,2,1,1,3.259339,0.652273,1.87802,0
2023-08-26,Grocery Food,💧 Water & Flavoured Water,Flavoured Sparkling water,1,1,6,7.646303,0,4.07236,0
2023-07-22,Grocery Food,🥃 Spirits,Vodka,10,2,9,108.751441,4.901604,71.19458,0
2023-07-17,Grocery Food,🍦 Ice Cream,Singles,4,4,38,84.382103,7.292529,48.37678,0
2023-07-16,Grocery Food,🍷 Wine,Bio & Organic Wine,4,3,3,26.95551,0,17.96088,0
2023-09-16,Grocery Food,❄️ Frozen Products,Frozen Meat & Poultry,2,2,4,22.996997,0,15.02164,0
2023-07-26,Grocery Food,❄️ Frozen Products,Frozen Meals,26,13,24,96.251402,9.479767,60.0318,0
2023-07-11,Grocery Food,🥃 Spirits,Gin,11,4,12,155.83659,0,83.22894,0
2023-09-04,Grocery Food,💧 Water & Flavoured Water,Flavoured Still water,13,10,44,64.795386,4.713713,42.22744,0
2023-09-02,Grocery Food,🧑‍🍳 Pantry,Pasta & Noodles,23,10,18,35.812399,3.923706,20.94396,0
2023-09-12,Grocery Food,"☕️ Coffee, Tea & Cocoa",Coffee Pods & Capsules,22,10,26,125.554125,4.967143,83.27592,0
2023-09-22,Grocery Food,🍷 Wine,Bio & Organic Wine,4,2,2,16.09814,1.207663,12.07662,0
2023-08-05,Grocery Food,"☕️ Coffee, Tea & Cocoa",Ground Coffee,14,4,8,31.115582,0.823719,19.06184,0
2023-07-07,Grocery Food,🍬 Sweet Snacks,Pralines / More Chocolate,52,8,37,63.772783,3.66285,42.21005,0
2023-07-12,Grocery Food,🍬 Sweet Snacks,Bio & Special Nutrition Snacks,15,3,3,10.621419,0.882929,6.78058,0
2023-09-15,Grocery Food,🍿 Salty Snacks,Crackers,13,4,9,10.343422,0.905377,6.24107,20
2023-08-01,Grocery Food,🥘 Instant Meals,Instant Pasta & Noodles,4,2,2,4.05183,0,2.41326,0
2023-08-27,Grocery Food,"☕️ Coffee, Tea & Cocoa",Creamers & Mix-ins,5,2,4,19.235974,0.810277,12.21494,9
2023-07-26,Grocery Food,🍬 Sweet Snacks,"Chewing Gum, Mints & Drops",7,4,6,9.510222,0.365466,6.55564,0
2023-07-29,Grocery Food,🧑‍🍳 Pantry,Sugar Free Pantry,2,0,0,0,0,0,0
2023-08-27,Grocery Food,🧑‍🍳 Pantry,Rice & Grains,13,3,6,13.053562,0.952076,8.48766,0
2023-07-12,Grocery Food,🧑‍🍳 Pantry,Gluten Free Flour & Baking,5,0,0,0,0,0,0
2023-08-08,Grocery Food,💧 Water & Flavoured Water,Flavoured Sparkling water,1,1,3,3.813675,0.25465,2.03112,0
2023-08-25,Grocery Food,🥘 Instant Meals,Instant Pasta & Noodles,4,2,8,21.289196,0.810091,13.86876,0
2023-08-16,Grocery Non-Food,🧽 Home Care,Air Fresheners & Home Fragrance,8,2,3,11.523753,0,5.45448,0
2023-07-14,Grocery Non-Food,👶 Baby Care,Baby Formula,7,1,1,18.223298,0,12.85695,0
2023-08-11,Grocery Non-Food,🧴 Personal Care,Accessories,2,0,0,0,0,0,0
2023-07-02,Grocery Non-Food,🧴 Personal Care,Accessories,2,1,1,3.027731,0,1.35935,0
2023-09-23,Grocery Non-Food,🩹 Health & Safety,Vitamins & Food Supplements,15,3,3,22.594337,2.111244,13.6125,0
2023-07-22,Grocery Non-Food,🧴 Personal Care,Body & Face Care,11,5,14,36.207049,1.75202,23.14203,0
2023-07-13,Grocery Non-Food,🧴 Personal Care,Accessories,2,1,1,3.035584,0,1.36287,0
2023-08-26,Grocery Non-Food,🩹 Health & Safety,Pregnancy,2,1,3,15.797091,0,9.57307,0
2023-07-04,Grocery Non-Food,🏡 Home Accessories,More Home Accessories,24,3,4,12.232211,0.654431,7.17047,0
2023-08-01,Grocery Non-Food,🧴 Personal Care,"Bath, Shower & Soaps",6,6,14,57.159613,2.863453,31.61767,0
2023-08-27,Grocery Non-Food,🚬 Tobacco & Heated Tobacco,Cigarettes & Cigars,77,57,381,1989.940831,0,1640.60198,0
2023-07-20,Grocery Non-Food,🧴 Personal Care,"Bath, Shower & Soaps",6,6,9,31.610505,3.487064,17.64603,0
2023-08-02,Grocery Non-Food,🚬 Tobacco & Heated Tobacco,Tobacco,3,2,10,98.482978,0,70.52272,0
2023-07-27,Grocery Non-Food,🚬 Tobacco & Heated Tobacco,Tobacco Accessories,7,7,68,54.335472,1.176883,27.4944,0
2023-07-06,Grocery Non-Food,🩹 Health & Safety,Pregnancy,2,0,0,0,0,0,0
2023-09-02,Grocery Non-Food,🩹 Health & Safety,Feel Better,25,3,3,8.904073,0,5.27133,0
2023-07-06,Grocery Non-Food,🏡 Home Accessories,Electronics,36,5,5,48.714304,0,32.27132,0
2023-08-18,Grocery Non-Food,🧽 Home Care,Kitchen,17,9,36,136.559673,10.138749,72.95712,0
2023-07-19,Grocery Non-Food,🐶 Pet Care,More Pets,2,0,0,0,0,0,0
2023-08-30,Grocery Non-Food,🧴 Personal Care,Deodorant & Perfume,8,5,9,43.030031,1.861983,25.27846,0
2023-08-10,Grocery Non-Food,🐶 Pet Care,Cats,40,21,74,228.430567,3.495458,151.84812,0
2023-07-01,Grocery Non-Food,🧴 Personal Care,Accessories,2,0,0,0,0,0,0
2023-08-01,Grocery Non-Food,🧴 Personal Care,Suncare & Repellents,6,0,0,0,0,0,0
2023-08-12,Grocery Non-Food,🩹 Health & Safety,COVID 19,0,0,0,0,0,0,0
2023-07-07,Grocery Non-Food,🐶 Pet Care,Cats,41,16,41,130.733907,8.951169,82.98359,0
2023-07-07,Grocery Non-Food,🧴 Personal Care,Sexual Wellbeing,18,6,9,79.740719,0,44.40125,0
2023-08-30,Grocery Non-Food,🏡 Home Accessories,Stationery,54,4,5,15.088136,1.360057,8.59346,0
2023-09-25,Grocery Non-Food,🧴 Personal Care,Accessories,1,0,0,0,0,0,0
2023-07-27,Grocery Non-Food,👶 Baby Care,Baby Laundry & Cleaning,7,1,1,5.273654,1.055137,3.93444,0
2023-07-31,Grocery Non-Food,👶 Baby Care,Diapers,9,0,0,0,0,0,0
2023-07-31,Grocery Non-Food,👶 Baby Care,Baby Accessories,1,0,0,0,0,0,0
2023-07-25,Grocery Non-Food,👶 Baby Care,Baby Formula,7,0,0,0,0,0,0
2023-09-11,Grocery Non-Food,🐶 Pet Care,Cats & Dogs Accessories,6,1,1,5.03623,0,2.93024,0
2023-07-24,Grocery Non-Food,🧴 Personal Care,Sexual Wellbeing,18,5,7,61.069177,0,31.20723,0
2023-08-20,Grocery Non-Food,🧴 Personal Care,Body & Face Care,11,6,19,52.910174,2.487655,32.54134,0
2023-09-13,Grocery Non-Food,🩹 Health & Safety,COVID 19,0,0,0,0,0,0,0
2023-08-16,Grocery Non-Food,🎲 Toys & Games,Games,35,0,0,0,0,0,0
2023-09-15,Grocery Non-Food,👶 Baby Care,Baby Accessories,1,1,1,6.979445,0,4.14884,0
2023-09-27,Grocery Non-Food,🧴 Personal Care,Body & Face Care,11,5,19,46.955511,0.476369,27.92891,0
2023-07-30,Grocery Non-Food,🧴 Personal Care,Accessories,2,1,1,1.514744,0,0.75434,0
2023-09-25,Grocery Non-Food,🐶 Pet Care,Cats,36,15,45,91.640618,2.014722,62.83474,0
2023-09-25,Grocery Non-Food,🧴 Personal Care,Intimate Hygiene,9,6,7,21.018713,0.362288,11.66767,0
2023-08-19,Grocery Non-Food,🧴 Personal Care,Hair Care,23,1,1,3.637736,0,2.71769,0
2023-08-14,Grocery Non-Food,🐶 Pet Care,Dogs,24,2,2,7.159368,0,4.63194,0
2023-08-29,Grocery Non-Food,👶 Baby Care,Baby Hygiene,14,0,0,0,0,0,0
2023-09-16,Grocery Non-Food,🧴 Personal Care,Oral Care,7,4,11,47.757578,3.521137,29.34548,0
2023-07-27,Grocery Non-Food,🧴 Personal Care,Intimate Hygiene,9,5,8,32.916202,3.435282,20.70909,0
2023-09-11,Grocery Non-Food,🧴 Personal Care,"Bath, Shower & Soaps",6,4,8,40.22938,0,22.36577,0
2023-08-05,Grocery Non-Food,🧴 Personal Care,Sexual Wellbeing,18,5,6,34.91519,2.341946,20.36282,0
2023-09-03,Grocery Non-Food,🧽 Home Care,Toilet,12,11,73,275.143687,12.967479,156.62608,0
2023-09-07,Grocery Non-Food,🎲 Toys & Games,Games,35,0,0,0,0,0,0
2023-09-26,Grocery Non-Food,👶 Baby Care,Baby Hygiene,14,6,8,26.56871,2.911861,15.29009,0
2023-08-02,Grocery Non-Food,🐶 Pet Care,Cats & Dogs Accessories,6,0,0,0,0,0,0
2023-08-06,Grocery Non-Food,🧴 Personal Care,Intimate Hygiene,9,7,11,34.663,0.283807,19.95772,0
2023-09-26,Grocery Non-Food,🏡 Home Accessories,Barbecue & Party,9,1,1,5.548219,0,3.47493,0
2023-08-18,Grocery Non-Food,🧴 Personal Care,Intimate Hygiene,8,4,7,24.149792,2.345622,14.81181,0
2023-07-12,Grocery Non-Food,🏡 Home Accessories,More Home Accessories,24,5,13,42.402839,0,24.58665,0
2023-08-01,Grocery Non-Food,🚬 Tobacco & Heated Tobacco,Cigarettes & Cigars,79,60,363,1889.941889,-5.475447,1561.03502,0
2023-09-18,Grocery Non-Food,🎲 Toys & Games,Games,33,1,1,16.016402,5.606445,8.55456,0
2023-09-07,Grocery Non-Food,🧴 Personal Care,"Bath, Shower & Soaps",6,3,6,8.693142,0.104785,4.65086,0
2023-09-21,Grocery Non-Food,🚬 Tobacco & Heated Tobacco,Cigarettes & Cigars,74,50,338,1732.519722,-5.431734,1363.87976,0
2023-08-14,Grocery Non-Food,🚬 Tobacco & Heated Tobacco,Cigarettes & Cigars,79,55,352,1816.350687,-5.463621,1516.89073,0
2023-08-10,Grocery Non-Food,🧴 Personal Care,Oral Care,11,8,14,58.552958,1.322933,33.99373,0
2023-09-25,Grocery Non-Food,🚬 Tobacco & Heated Tobacco,Tobacco,3,3,16,132.838746,0,93.17228,0
2023-07-31,Grocery Non-Food,🚬 Tobacco & Heated Tobacco,Tobacco,3,3,14,123.399555,0,87.17197,0
2023-08-29,Grocery Non-Food,🧴 Personal Care,Oral Care,10,5,8,29.741054,0.777332,17.90701,0
2023-08-22,Grocery Non-Food,🧴 Personal Care,Hair Care,23,5,6,24.912692,2.944006,15.50321,0
2023-07-27,Grocery Non-Food,🏡 Home Accessories,Cutlery,4,1,1,1.600967,0,0.93948,0
2023-07-15,Grocery Non-Food,🏡 Home Accessories,Electronics,36,1,1,5.014209,0,3.00569,0
2023-07-02,Grocery Non-Food,🏡 Home Accessories,Barbecue & Party,9,0,0,0,0,0,0
2023-07-17,Grocery Non-Food,👶 Baby Care,Baby Accessories,1,0,0,0,0,0,0
2023-08-09,Grocery Non-Food,🏡 Home Accessories,More Home Accessories,23,0,0,0,0,0,0
2023-07-10,Grocery Non-Food,👶 Baby Care,Baby Laundry & Cleaning,7,1,2,14.504426,1.450846,8.2767,0
2023-07-12,Grocery Non-Food,🏡 Home Accessories,Barbecue & Party,9,0,0,0,0,0,0
2023-08-21,Grocery Non-Food,🧴 Personal Care,Body & Face Care,11,5,21,50.009378,0,29.64645,0
2023-07-30,Grocery Non-Food,🧴 Personal Care,Sexual Wellbeing,18,9,15,119.697367,14.914871,67.73321,0
2023-09-15,Grocery Non-Food,🚬 Tobacco & Heated Tobacco,Cigarettes & Cigars,75,62,428,2237.074216,0,1957.13219,0
2023-09-14,Grocery Non-Food,🧴 Personal Care,Suncare & Repellents,4,0,0,0,0,0,0
2023-08-05,Grocery Non-Food,🐶 Pet Care,Cats,41,19,57,164.729682,10.595288,101.80001,0
2023-08-17,Grocery Non-Food,🧽 Home Care,Kitchen,17,7,31,80.778913,4.673278,43.56866,0
2023-09-24,Grocery Non-Food,🐶 Pet Care,Dogs,24,5,9,14.051976,0.549519,8.33537,0
2023-08-18,Grocery Non-Food,🧴 Personal Care,Hair Care,23,3,3,12.854412,1.682378,7.99938,0
2023-09-24,Grocery Non-Food,👶 Baby Care,Baby Hygiene,14,2,2,7.846241,0.644124,5.89655,0
2023-08-03,Grocery Non-Food,👶 Baby Care,Baby Hygiene,13,2,2,8.384173,0.646803,5.0115,0
2023-07-18,Grocery Non-Food,🏡 Home Accessories,Barbecue & Party,9,2,2,7.198294,0.3237,4.36592,0
2023-07-02,Grocery Non-Food,🏡 Home Accessories,Electronics,36,1,1,6.926011,0,3.88818,0
2023-08-01,Grocery Non-Food,🩹 Health & Safety,Vitamins & Food Supplements,15,2,3,18.610438,0,11.07866,0
2023-07-19,Grocery Non-Food,🧽 Home Care,Laundry,28,14,21,124.545499,4.735033,78.19277,0
2023-09-29,Grocery Non-Food,🚬 Tobacco & Heated Tobacco,Tobacco,3,3,17,144.15572,0,101.41769,0
2023-08-14,Grocery Non-Food,🧽 Home Care,Toilet,14,12,44,161.006862,7.203886,91.04216,0
2023-07-11,Grocery Non-Food,🏡 Home Accessories,Cutlery,4,1,3,0.902949,0,0.303,0
2023-08-17,Grocery Non-Food,🧴 Personal Care,Deodorant & Perfume,8,2,3,13.64961,0,7.83534,0
2023-09-01,Grocery Non-Food,🧴 Personal Care,Accessories,2,0,0,0,0,0,0
2023-07-23,Grocery Non-Food,👶 Baby Care,Baby Accessories,1,0,0,0,0,0,0
2023-07-06,Grocery Non-Food,🧽 Home Care,Toilet,14,12,48,151.707671,6.097614,86.31723,0
2023-09-18,Grocery Non-Food,🧴 Personal Care,Intimate Hygiene,9,5,9,27.551269,0,15.81717,0
2023-07-05,Grocery Non-Food,🐶 Pet Care,Cats,42,14,38,96.787067,2.536295,60.45711,0
2023-09-21,Grocery Non-Food,🩹 Health & Safety,Vitamins & Food Supplements,15,1,1,4.826196,0,3.2691,0
2023-08-12,Grocery Non-Food,🧴 Personal Care,Suncare & Repellents,5,0,0,0,0,0,0
2023-09-21,Grocery Non-Food,🧴 Personal Care,Accessories,1,0,0,0,0,0,0
2023-07-04,Grocery Non-Food,🏡 Home Accessories,Stationery,56,1,1,3.391328,0,1.46035,0
2023-07-24,Grocery Non-Food,🏡 Home Accessories,More Home Accessories,24,1,1,3.290983,0,1.92906,0
2023-08-27,Grocery Non-Food,🏡 Home Accessories,Cutlery,3,2,6,4.403854,0,2.28093,0
2023-08-01,Grocery Non-Food,🧽 Home Care,Air Fresheners & Home Fragrance,8,3,3,7.537866,0.259577,4.11875,0
2023-09-10,Grocery Non-Food,🏡 Home Accessories,Barbecue & Party,9,0,0,0,0,0,0
2023-08-27,Grocery Non-Food,🧴 Personal Care,Oral Care,10,5,8,30.227381,2.848124,17.94158,0
2023-07-26,Grocery Non-Food,🧴 Personal Care,Intimate Hygiene,9,4,8,30.987405,0.730931,18.83569,0
2023-08-24,Grocery Non-Food,🧽 Home Care,Laundry,26,11,15,81.929535,2.628712,51.39843,0
2023-09-17,Grocery Non-Food,🏡 Home Accessories,Barbecue & Party,9,0,0,0,0,0,0
2023-08-04,Grocery Non-Food,🩹 Health & Safety,First Aid,23,2,4,7.572134,0.648867,3.16752,0
2023-07-03,Grocery Non-Food,👶 Baby Care,Baby Accessories,1,0,0,0,0,0,0
2023-08-12,Grocery Non-Food,🎲 Toys & Games,Toys,68,0,0,0,0,0,0
2023-09-13,Grocery Non-Food,🎲 Toys & Games,Games,34,1,1,12.311673,0,6.41499,0
2023-08-28,Grocery Non-Food,🧽 Home Care,Air Fresheners & Home Fragrance,8,1,1,2.589372,0,1.39693,0
2023-07-17,Grocery Non-Food,👶 Baby Care,Baby Formula,7,1,1,20.434869,4.087379,14.18846,0
2023-07-08,Grocery Non-Food,🧽 Home Care,Laundry,29,12,16,72.625282,5.727725,42.75344,0
2023-07-11,Grocery Non-Food,🎲 Toys & Games,Toys,69,0,0,0,0,0,0
2023-08-29,Grocery Non-Food,🧴 Personal Care,Hair Care,23,3,6,21.951535,2.352239,15.29562,0
2023-08-22,Grocery Non-Food,🧴 Personal Care,"Bath, Shower & Soaps",6,5,15,56.703507,2.263687,31.16922,0
2023-08-25,Grocery Non-Food,🧴 Personal Care,Sexual Wellbeing,18,6,8,63.778476,1.984723,37.20951,0
2023-07-09,Grocery Non-Food,🐶 Pet Care,More Pets,2,0,0,0,0,0,0
2023-07-23,Grocery Non-Food,🚬 Tobacco & Heated Tobacco,Heated Tobacco,80,38,222,1182.099398,-20.266697,891.67094,0
2023-08-23,Grocery Non-Food,🚬 Tobacco & Heated Tobacco,Heated Tobacco,79,29,271,1182.277236,-8.098358,890.70184,0
2023-07-12,Grocery Non-Food,🩹 Health & Safety,Feel Better,25,2,2,4.925816,0.985971,2.75385,0
2023-07-25,Grocery Non-Food,🏡 Home Accessories,Cutlery,4,1,3,0.907465,0,0.30452,0
2023-07-21,Grocery Non-Food,🐶 Pet Care,Dogs,26,1,1,1.517399,0,0.88532,0
2023-08-24,Grocery Non-Food,🧽 Home Care,Toilet,13,10,57,181.403393,10.964446,98.37822,0
2023-09-27,Grocery Non-Food,🧽 Home Care,Kitchen,16,4,9,31.337844,0,17.12318,0
2023-09-27,Grocery Non-Food,🐶 Pet Care,Cats & Dogs Accessories,6,0,0,0,0,0,0
2023-07-12,Grocery Non-Food,👶 Baby Care,Diapers,9,2,2,21.776231,4.356054,14.66228,0
2023-07-09,Grocery Non-Food,👶 Baby Care,Baby Laundry & Cleaning,7,1,1,7.267957,0,4.14733,0
2023-07-05,Grocery Non-Food,🏡 Home Accessories,Cutlery,4,1,1,0.300882,0,0.10097,0
2023-08-12,Grocery Non-Food,🧴 Personal Care,Intimate Hygiene,8,5,5,16.921796,1.901554,10.20567,0
2023-07-21,Grocery Non-Food,🧴 Personal Care,Intimate Hygiene,9,4,9,28.101258,1.681497,16.13021,0
2023-08-14,Grocery Non-Food,👶 Baby Care,Baby Accessories,1,0,0,0,0,0,0
2023-08-20,Grocery Non-Food,🧴 Personal Care,Sexual Wellbeing,18,10,21,124.542466,10.031516,70.4188,0
2023-08-04,Grocery Non-Food,🩹 Health & Safety,Feel Better,25,2,4,14.26294,1.722226,7.88989,0
2023-08-11,Grocery Non-Food,🧴 Personal Care,Suncare & Repellents,5,0,0,0,0,0,0
2023-07-04,Grocery Non-Food,🏡 Home Accessories,Cutlery,4,1,16,4.815321,0,1.6159,0
2023-07-13,Grocery Non-Food,🧴 Personal Care,Hair Care,23,3,5,16.838476,0.437415,10.90704,0
2023-09-18,Grocery Non-Food,🚬 Tobacco & Heated Tobacco,Heated Tobacco,73,26,212,890.412511,0,686.45543,0
2023-07-02,Grocery Non-Food,🏡 Home Accessories,More Home Accessories,24,1,1,3.997251,0,2.4339,0
2023-09-28,Grocery Non-Food,🐶 Pet Care,More Pets,2,1,3,3.792758,0.188935,2.57473,0
2023-08-13,Grocery Non-Food,🐶 Pet Care,Cats & Dogs Accessories,6,1,1,0.807163,0,0.41875,0
2023-07-10,Grocery Non-Food,🐶 Pet Care,More Pets,2,0,0,0,0,0,0
2023-08-29,Grocery Non-Food,🏡 Home Accessories,Barbecue & Party,9,2,2,7.445385,0.372472,4.04254,0
2023-08-06,Grocery Non-Food,🩹 Health & Safety,COVID 19,0,0,0,0,0,0,0
2023-07-16,Grocery Non-Food,👶 Baby Care,Baby Formula,7,2,2,40.945131,8.189837,25.19592,0
2023-09-08,Grocery Non-Food,🚬 Tobacco & Heated Tobacco,Cigarettes & Cigars,76,55,538,2809.016331,-9.868239,2260.97676,0
2023-09-18,Grocery Non-Food,🧴 Personal Care,Hair Care,23,4,5,20.737406,2.0345,12.84292,0
2023-08-29,Grocery Non-Food,🧽 Home Care,Laundry,26,17,38,266.382021,11.263221,162.01996,0
2023-08-24,Grocery Non-Food,🧴 Personal Care,Suncare & Repellents,5,0,0,0,0,0,0
2023-07-09,Grocery Non-Food,🩹 Health & Safety,First Aid,23,6,7,11.38694,0.243008,6.6078,0
2023-07-04,Grocery Non-Food,🧴 Personal Care,Suncare & Repellents,8,0,0,0,0,0,0
2023-09-17,Grocery Non-Food,🧴 Personal Care,Oral Care,7,7,14,63.053553,0.990938,39.07766,0
2023-07-28,Grocery Non-Food,🧽 Home Care,Laundry,26,14,26,141.652606,2.280993,84.25072,0
2023-07-24,Grocery Non-Food,🏡 Home Accessories,Electronics,36,4,5,38.631951,4.689498,20.98585,0
2023-07-03,Grocery Non-Food,🩹 Health & Safety,Vitamins & Food Supplements,15,2,2,14.613278,0.60569,9.20043,0
2023-07-16,Grocery Non-Food,👶 Baby Care,Baby Food,29,1,1,1.923801,0.385166,1.58729,0
2023-08-20,Grocery Non-Food,🧽 Home Care,Toilet,14,9,32,121.806708,6.706556,67.89122,0
2023-08-09,Grocery Non-Food,🧽 Home Care,Laundry,26,15,26,155.528422,12.418175,98.15741,0
2023-08-18,Grocery Non-Food,🩹 Health & Safety,First Aid,23,2,5,7.633382,0,4.82065,0
2023-09-17,Grocery Non-Food,👶 Baby Care,Diapers,9,2,2,15.907396,0,9.98795,0
2023-07-31,Grocery Non-Food,🧴 Personal Care,Accessories,2,1,1,1.517673,0,0.8328,0
2023-09-05,Grocery Non-Food,🧽 Home Care,Toilet,12,9,47,156.208943,4.217882,87.98827,0
2023-07-06,Grocery Non-Food,🏡 Home Accessories,More Home Accessories,24,2,3,9.117153,0.653964,5.4598,0
2023-08-22,Grocery Non-Food,👶 Baby Care,Baby Accessories,1,0,0,0,0,0,0
2023-08-07,Grocery Non-Food,🏡 Home Accessories,Stationery,56,4,4,13.425486,2.470564,6.87576,0
2023-07-05,Grocery Non-Food,👶 Baby Care,Baby Hygiene,13,2,4,6.17111,0,3.68086,0
2023-07-16,Grocery Non-Food,👶 Baby Care,Diapers,9,2,2,11.996895,0,7.20868,0
2023-07-02,Grocery Non-Food,🧽 Home Care,Laundry,29,15,30,149.778731,7.519841,90.97446,0
2023-08-16,Grocery Non-Food,🧴 Personal Care,"Bath, Shower & Soaps",6,6,12,39.833644,1.146904,21.82362,0
2023-09-26,Grocery Non-Food,👶 Baby Care,Diapers,9,1,1,10.153301,2.031062,7.08861,0
2023-07-08,Grocery Non-Food,👶 Baby Care,Baby Laundry & Cleaning,7,0,0,0,0,0,0
2023-07-05,Grocery Non-Food,🧴 Personal Care,Hair Care,23,1,2,5.811666,0.58157,3.37634,0
2023-07-28,Grocery Non-Food,🧴 Personal Care,Intimate Hygiene,9,7,10,47.262141,1.378732,27.83013,0
2023-09-24,Grocery Non-Food,👶 Baby Care,Baby Accessories,1,0,0,0,0,0,0
2023-07-19,Grocery Non-Food,👶 Baby Care,Baby Accessories,1,0,0,0,0,0,0
2023-09-02,Grocery Non-Food,🩹 Health & Safety,Pregnancy,2,2,3,15.814028,0,9.8234,0
2023-08-18,Grocery Non-Food,🐶 Pet Care,More Pets,2,1,1,1.514544,0.303313,0.93218,0
2023-08-22,Grocery Non-Food,👶 Baby Care,Baby Food,28,0,0,0,0,0,0
2023-08-12,Grocery Non-Food,🧽 Home Care,Air Fresheners & Home Fragrance,8,3,3,15.873918,0.517869,7.01876,0
2023-09-21,Grocery Non-Food,🧽 Home Care,Air Fresheners & Home Fragrance,8,2,2,4.904654,0.285669,2.69776,0
